gene,module,program,umap1,umap2
KANK2,6,other,2.375886,10.971492
C1QTNF6,2,other,1.9635706,12.258064
LINC00665,10,other,-5.518844,8.920718
DDA1,8,other,-3.3020353,10.026571
IGLV7-43,8,other,-0.9833444,12.901622
SUGT1,11,other,-2.8979144,11.364345
CIAO1,14,other,5.222164,5.2930636
RNPEP,11,other,-3.5843222,11.273141
AC093297.1,3,other,-5.0029387,12.842976
ATG12,14,other,4.8554425,6.1151676
ABHD12,4,other,3.215238,8.197706
EHF,8,other,-3.3718917,10.260643
IGKV2-24,8,other,-0.9678736,12.915714
C14orf119,17,other,-2.2750862,12.5383215
RUVBL2,10,other,-5.2459874,9.121975
ENO2,2,other,0.07888239,10.893999
VEGFD,13,other,3.4572062,12.502687
NDUFA11,8,other,0.030073725,13.327185
CISH,1,other,2.4564366,5.22272
PSMC6,3,other,-5.772537,9.907537
ACBD6,10,other,-4.997679,8.659545
VBP1,3,other,-5.135246,7.7150793
PIK3R3,6,other,4.1802745,10.542958
POLR2J3,14,other,5.605309,6.0491524
ARL6IP1,20,other,-1.740037,9.273012
BMP1,2,other,1.5887618,11.726929
SRD5A1,11,other,-2.5342333,11.716509
C1orf122,3,other,-5.985549,10.199771
ITGB2-AS1,1,other,4.6375556,4.7654834
RBKS,19,other,2.9125948,5.054105
CLIC3,0,other,3.594888,5.67653
DCTD,12,other,-1.6853313,10.713356
RPL26L1,12,other,-1.7645714,9.864583
MIR155HG,1,other,5.5788393,3.8170135
ARHGEF3,1,other,5.503028,5.028338
FMO2,6,other,3.5215592,10.357806
MDM4,14,other,5.3274875,6.241457
TTC36,3,other,-6.3171835,10.427851
CDK6,11,other,-2.6486413,11.64598
SMC3,10,other,4.119583,5.9536386
TXNDC11,8,other,-0.019833405,12.337537
IGKV1-17,8,other,-0.1587564,12.422654
NPL,4,other,4.060548,8.5003605
EIF2S1,10,other,-5.6679287,8.8177185
VTCN1,8,other,-3.4164789,10.192375
TM4SF18,6,other,4.1927524,10.349476
CNOT1,11,other,-2.3615892,11.872609
IGLV1-44,8,other,-0.32049528,12.897852
HOXB2,3,other,-4.863278,12.02078
RGS16,2,other,1.5943509,12.029107
PHACTR2,6,other,3.4852602,10.791725
CPSF6,3,other,-4.598317,9.745493
B3GAT3,10,other,-3.098132,9.467836
HSPH1,4,other,-0.3306372,7.532811
CYB5R2,8,other,-3.3132732,10.37694
ITIH5,13,other,2.3503654,11.50346
FLT1,6,other,4.326727,10.716581
GRB14,3,other,-6.4122562,10.357833
VWA5A,19,other,-2.4667554,15.793165
NLRP3,4,other,4.8545628,8.255662
IGHV3-15,16,other,4.51861,7.2325892
SLAMF1,16,other,4.60788,6.3097854
MTUS1,6,other,4.0116515,10.51895
ECEL1,13,other,3.5730398,12.471345
SCGB1B2P,8,other,0.050490197,13.3342705
PSD3,3,other,-5.5025425,12.472685
SH3PXD2B,13,other,3.0970156,12.244714
PITHD1,8,other,-3.1156323,10.247468
AL133415.1,2,other,1.5398135,9.938837
CCDC14,10,other,-4.834615,8.59539
IFRD1,10,other,-5.0458736,8.909868
TJP1,6,other,3.9343147,10.283651
UROD,13,other,1.4409921,10.589261
CHRDL2,11,other,-2.7199552,11.5072365
SUPT5H,10,other,-4.900197,8.6704645
REEP6,3,other,-5.2143245,11.409306
KLHDC3,12,other,-1.5224738,10.943387
NSFL1C,12,other,-1.7033232,10.482861
NCK1,8,other,-3.106568,10.451529
SIGMAR1,10,other,-4.759833,8.688281
SCNM1,8,other,-2.8522398,9.473531
TMEM213,11,other,-2.8104339,11.540338
AKT2,3,other,-5.909054,11.057912
GLMP,8,other,-2.3479924,9.887113
CYB561A3,16,other,4.611526,7.0043864
FOXO3,13,other,2.6654255,11.190829
SEMA5A,13,other,3.439817,12.195976
COLEC12,13,other,3.1162877,12.301609
PRKRA,12,other,-1.5176507,10.500437
SRM,3,other,-6.357308,10.261341
IGHV1-46,8,other,-0.5831869,12.993505
FCRLA,16,other,4.578975,6.830613
AC100801.1,3,other,-5.074081,12.4197035
PADI2,8,other,-3.4549437,10.272
IGHV3-72,8,other,-0.8256621,12.979171
IL4I1,4,other,3.2373195,8.235919
CDC42BPA,6,other,-5.007096,8.687025
SREK1,13,other,3.8441195,11.38685
EOMES,1,other,5.660805,4.235635
ERN1,1,other,5.3726125,6.501616
SF3B3,10,other,-5.0131025,8.722501
SUN1,6,other,4.3571277,10.519519
CXorf36,6,other,4.303738,10.273808
UGCG,20,other,-1.5412822,9.318402
SNW1,10,other,-5.785214,8.716917
KLRG1,1,other,5.5357466,4.616203
NEURL1,10,other,-5.485072,8.853349
WASHC1,14,other,2.339336,6.69269
ORAI2,3,other,-5.8640666,10.2969475
PIK3CB,11,other,-2.7381146,11.642374
CARD19,3,other,-5.4710736,12.093566
KIF22,20,other,-1.877445,9.114408
AC044784.1,3,other,-5.007849,12.8210125
RHOT2,14,other,5.9624796,6.165811
PTPA,21,other,-4.533032,6.889631
ASAP1,6,other,-0.39320707,10.762708
IGSF8,3,other,-4.5245943,10.48594
BAZ1B,7,other,-2.3062758,10.179173
PKP3,10,other,-5.532756,8.768928
IGHA2,8,other,-0.7785293,12.999891
DSG3,11,other,-2.612296,11.725289
LHFPL2,13,other,4.0941453,9.224757
RAB5B,20,other,-1.4803975,9.164357
FOXA1,3,other,-5.9943213,12.137257
DIO2,2,other,1.656167,12.108598
YPEL3,20,other,4.7977295,6.1738486
RFC1,14,other,-1.3981069,11.835017
ATXN2L,14,other,5.626181,5.4703593
EBF1,13,other,2.8566175,11.102354
MAP3K13,11,other,-3.132435,10.889394
RUNX1T1,13,other,3.297757,12.017997
BCAS4,16,other,4.55354,7.0235167
KDM5B,12,other,-2.1883547,10.768815
IMPDH1,8,other,-2.2899518,10.454107
RNMT,17,other,-1.2513568,12.029888
RAB29,1,other,5.3233504,5.001039
TMX1,14,other,5.963316,5.54809
FEZ2,6,other,3.8486068,10.078326
GGH,12,other,-2.4727578,11.154071
YIPF4,12,other,-1.038034,10.6335745
SKIL,14,other,5.8720174,6.5680547
AQP9,4,other,4.6103168,8.652914
ZNF146,10,other,-5.17777,8.803439
NMRAL1,8,other,-3.2647598,10.3179
LUC7L,14,other,5.68927,6.623236
LAMB3,11,other,-2.5701625,11.764744
POP7,11,other,-2.7258692,11.28062
DAPL1,3,other,-4.548762,10.141872
PLEKHB2,4,other,4.3995857,8.686029
JPX,5,other,2.0579674,6.972558
NCBP2,20,other,-4.8614454,9.104579
CCL3L1,1,other,5.3321657,4.2485194
NSD1,14,other,5.652152,6.434432
SORD,3,other,-5.739348,11.266914
RUSC1,10,other,-5.140301,9.37332
ASCL1,3,other,-5.198365,12.767562
METTL23,16,other,4.487974,5.773946
STAC2,21,other,-4.6493483,6.5392923
FBXL5,3,other,-5.2736244,12.226361
IGHV1-3,8,other,-0.82762194,13.05442
TSPAN7,6,other,4.452696,10.463504
PER1,13,other,3.5631466,11.025287
SLC19A2,3,other,-5.255465,11.508851
VSTM2A,3,other,-5.0905447,12.840946
PLOD2,2,other,0.23265874,10.984024
HTATSF1,11,other,-3.065847,11.741225
MRPS22,11,other,-2.6854756,11.267019
TMEM59L,13,other,3.4933429,12.474952
ATG5,0,other,-2.3372264,8.274278
CNN1,2,other,0.46890134,9.86106
GALK1,8,other,-3.6109407,9.89609
GIMAP2,1,other,4.539783,4.803391
SDF2,3,other,-5.0953593,7.794285
SCGB3A1,0,other,-3.0282173,8.434462
QSOX1,12,other,-0.7202341,10.155273
BID,4,other,4.6188025,8.607099
UCK2,10,other,-5.6827817,8.846738
ZMIZ2,14,other,6.0159245,6.4822044
DBN1,13,other,1.943864,11.449724
PCDH18,13,other,3.486322,12.368199
CASP14,8,other,0.018770345,13.365969
KCNC2,3,other,-5.2207985,12.889114
KCNE4,13,other,-4.275071,12.1995735
TRPT1,3,other,-4.938894,12.158102
TOMM40,8,other,-2.9940882,9.707666
AC083841.1,12,other,-1.2905415,11.110225
RAMP1,13,other,3.0862317,11.822759
RNF44,1,other,4.7983823,5.2765927
UBE2K,20,other,-1.5345236,9.692914
AK5,3,other,-4.59377,10.325265
MRPL28,8,other,-3.044998,10.519471
ADAM10,4,other,4.7744136,8.354546
RPP25,10,other,-5.4142003,8.839157
FAM136A,10,other,-3.7755623,9.299443
PPA2,3,other,-4.313402,10.866623
PIGP,3,other,-5.348745,12.223371
ATP6V1H,12,other,-0.9280342,10.91417
JAM2,6,other,4.1021547,10.659587
PRLR,3,other,-5.7759013,12.153127
ADAMTS12,2,other,2.950563,12.171257
VSIG4,4,other,4.080415,8.513231
DMKN,10,other,-5.3254943,8.709334
SPR,3,other,-6.393286,10.393774
PAH,3,other,-6.39881,10.48677
ARL3,3,other,-5.597253,11.102503
KANSL1-AS1,17,other,-1.9812291,13.034336
NECAP2,1,other,4.6862993,4.60985
ZBTB8OS,17,other,-2.1776497,12.789725
LINP1,10,other,-5.577726,8.739846
PREX2,6,other,4.405934,10.664706
HERC1,14,other,5.7423134,6.2494435
RBMS3,13,other,2.9387808,11.568778
SAFB2,11,other,-2.2803931,9.362628
PTPRT,3,other,-5.4421616,12.552686
CPXM2,12,other,-0.86903787,10.889714
SEMA3C,13,other,2.0804698,11.621525
MALSU1,10,other,-4.8049455,8.75851
TANC2,3,other,-4.7909784,7.6084847
BAZ2B,6,other,4.0974545,10.968336
MRPS14,10,other,-5.1496396,9.264057
FAM120A,3,other,-5.9672666,12.226036
SCCPDH,3,other,-5.26476,11.244827
USF2,3,other,-5.393962,12.777884
PAK1,3,other,-5.3453565,12.7898855
BZW2,8,other,-3.576533,9.69398
KIAA1109,6,other,3.9386754,10.650406
UBE2E1,6,other,4.2144637,11.020805
FRS2,3,other,-4.86334,7.7077866
MSI2,20,other,-1.552994,9.191461
PKN1,8,other,-1.08933,12.845729
FLYWCH2,6,other,4.061444,10.40015
AKAP12,13,other,2.737385,11.585272
AK1,3,other,-4.475683,12.338727
NUDT22,3,other,-5.2863865,11.28829
CDK12,21,other,-4.5984516,6.557972
EFR3A,8,other,-3.070232,10.070685
CCNC,10,other,-3.0223432,9.45056
LPIN2,1,other,5.131539,4.7576303
POU2AF1,16,other,4.4983735,6.7215877
LY9,1,other,5.0138597,5.098419
MAPRE2,1,other,5.312927,5.2555237
ALOX15B,3,other,-4.5543513,11.281728
CCDC88C,14,other,5.480352,5.3839817
GALNT1,2,other,1.5305268,12.330005
SLC35A2,10,other,-5.402553,8.490875
IGKV1-27,14,other,6.156355,6.4866195
TTC1,16,other,-0.47212785,12.613813
STK38,11,other,-2.5558527,11.5483055
MCFD2,17,other,-0.9654421,12.063857
PREX1,20,other,-1.6539353,9.28839
CHST11,1,other,5.3653603,3.939391
EREG,4,other,4.910898,8.305571
CSRP2,6,other,2.6346254,10.6829815
DOCK2,16,other,4.4976,6.2165265
KDM4B,3,other,-6.027718,12.134061
TRBV9,1,other,5.631553,4.1735125
PRSS33,12,other,-1.2571625,11.088205
AC017002.3,1,other,5.1347528,3.9000413
MYO9B,4,other,5.4641576,6.2946324
P4HA2,2,other,0.18899266,10.956142
SF3A3,16,other,4.0123973,6.3997097
MITD1,17,other,-2.0997562,12.639478
IGHV1-24,8,other,0.04711443,13.254038
MED1,21,other,-4.603848,6.5466647
YWHAG,4,other,-0.6781121,9.982302
SMIM25,4,other,4.4726987,8.494884
NOP16,10,other,-5.5466523,9.033326
SRD5A3,8,other,-3.381847,10.205065
NOB1,10,other,-4.693553,9.224274
MKL2,6,other,4.2091575,10.6983795
PKP4,6,other,4.4162025,10.63002
RCAN1,11,other,-3.160412,11.2190075
MALL,11,other,-2.5815647,11.686987
TM2D1,6,other,-4.024022,10.766334
ZNF280D,12,other,-0.9717354,10.945511
SLC20A1,14,other,5.8050294,6.0930037
MAF,1,other,5.025772,4.0167103
FTSJ1,10,other,-5.4425163,8.979776
KRT83,8,other,-3.4292173,10.28983
MEDAG,13,other,2.2351038,11.302263
SECISBP2L,13,other,3.8155584,11.861246
SETD2,14,other,5.9351487,5.875741
LPIN1,14,other,5.6960974,5.872205
JAGN1,3,other,-5.118268,9.695381
ARHGEF6,19,other,-2.3429878,15.664699
KRCC1,3,other,-4.828314,12.151095
TMF1,14,other,5.69402,6.6914005
CEP89,10,other,-5.5809116,8.683114
GLOD4,17,other,-1.9794065,12.992364
NELFCD,8,other,-3.2390115,10.337323
TNFRSF9,1,other,5.4488244,3.9947321
ECI2,3,other,-5.075304,11.214268
DDR2,2,other,2.1206324,12.065362
PRSS8,10,other,-5.2182174,8.40976
PROM1,10,other,-5.482448,8.382211
PTPRM,6,other,4.152491,10.746915
STX4,14,other,-2.1049645,12.843912
ARL16,3,other,-4.142381,11.498898
HTRA3,2,other,2.085074,12.125077
HNRNPL,14,other,5.402589,6.6815743
PTPRE,4,other,4.5745125,8.541181
DHX29,17,other,-2.1258936,12.858471
PCNX1,14,other,5.8743644,6.135082
BCCIP,0,other,-3.2795706,8.6584015
ELOF1,3,other,-3.765063,8.913499
TRIP6,11,other,-2.79435,11.429867
COPG1,10,other,-5.328018,8.594595
CLMP,13,other,3.1739843,11.986339
PRCC,10,other,-5.513239,9.231939
LAIR2,1,other,5.2722554,3.945722
BRI3,4,other,2.067747,8.146215
PLK2,12,other,-1.9654685,10.71097
MIIP,10,other,-4.5592394,9.081136
JAG1,6,other,2.77048,10.593149
SEPT4,6,other,2.8019173,10.506742
MRPL42,20,other,-1.8721821,8.959508
GM2A,16,other,4.5942655,6.9278126
STMN3,3,other,-6.0728273,10.294955
POLR2C,11,other,-2.9263446,11.419805
CPD,3,other,-5.219204,12.515888
ARFIP2,3,other,-5.9994907,11.240765
GPR171,1,other,4.773842,4.6036158
SH3PXD2A,2,other,2.51772,12.161909
ALDH3B2,3,other,-5.6724076,10.7763605
KLHDC2,3,other,-5.3904185,10.496484
MIS18BP1,13,other,3.8791053,11.704294
BAD,3,other,-4.782424,11.854289
INSIG1,4,other,-0.8463061,10.013873
PSMC2,11,other,-2.5619695,10.638245
WAC,20,other,-1.5848277,9.102798
TINCR,10,other,-5.4412503,8.827139
TNS1,6,other,2.9403849,10.489403
EGLN3,2,other,0.09855969,10.905221
PISD,3,other,-6.2165184,10.388348
GPSM2,11,other,-2.7461693,11.548834
FUCA2,13,other,3.280633,12.303522
THSD4,3,other,-6.1265206,12.201361
COMMD5,12,other,-1.2289261,10.220456
COA5,12,other,-1.5953087,10.833945
CHRDL1,13,other,2.736804,11.274556
CNOT4,17,other,-2.1291595,12.751169
EXOSC10,3,other,-6.4277673,10.38244
ETNK2,3,other,-6.3369584,10.424875
MECP2,14,other,5.845432,5.8088503
BCL7B,17,other,-1.916105,13.055505
CCDC59,8,other,3.997817,6.320974
TMEM70,12,other,-1.1555202,10.225878
DYNLT3,17,other,-1.9895885,12.619319
IPO5,10,other,-5.6060967,8.851919
IGLV3-9,8,other,-1.0443314,12.772183
TXNDC15,10,other,-5.1064568,8.392528
MEOX1,6,other,4.3316474,10.561189
GJA4,6,other,2.8476624,10.52091
TAOK1,3,other,1.9229354,7.0385227
MCRIP2,3,other,-5.856121,11.497766
TWF1,3,other,-5.369866,11.794366
MAP4K4,2,other,2.772772,11.522201
G0S2,4,other,4.4696274,8.261761
SPIDR,12,other,-1.105216,10.924496
STX10,12,other,-1.2457733,10.181189
GNPTAB,14,other,5.507877,5.9598308
FLAD1,10,other,-5.6129465,8.812705
SPINT1-AS1,3,other,-5.2062583,12.30159
C1orf123,2,other,1.8302481,10.35709
DDX60L,18,other,1.5072085,2.5305274
LINC00707,10,other,-5.6323266,8.748633
GLRX3,10,other,-4.833758,8.82686
KRT6B,11,other,-3.0033731,11.513665
IKBIP,13,other,3.182046,12.366121
PTPRN,13,other,3.5566099,12.4975395
IGKV1D-39,8,other,0.051257588,13.2902355
NUDT16L1,3,other,-5.890381,11.14202
RUNX2,2,other,1.6558449,12.204733
THOC3,10,other,-5.843035,8.922797
PPP4R3B,14,other,5.240724,5.651125
MRPL58,10,other,-5.6862636,8.7911215
URM1,16,other,4.1042905,6.556841
MB,3,other,-6.282776,10.582963
CD28,1,other,4.87028,4.494717
MYO1E,12,other,-0.8909158,10.936793
CHKA,12,other,-1.1268,10.213549
SEPT5,12,other,-1.1192907,10.195176
TRAP1,8,other,-3.404234,10.195747
JCAD,6,other,4.40749,10.790826
RDX,6,other,3.7827888,10.2728
LINC02256,17,other,-1.1509795,12.106737
GPAT4,3,other,-4.9192014,7.6626563
MCM7,11,other,-2.6937957,11.148108
SHROOM3,3,other,-5.94437,12.395856
TIA1,3,other,-5.2882237,11.644891
ATP6V1C1,12,other,-1.0468013,10.176294
FAM92A,12,other,-1.2525219,10.16868
TRIM56,14,other,5.8866515,5.923158
RIOK3,10,other,-5.6346793,8.638378
MCM3AP,20,other,-1.6087126,9.338595
QARS,3,other,3.8192909,11.211021
CNTNAP2,3,other,-6.4812512,10.479395
IARS2,3,other,-5.1767163,11.709526
FAM204A,3,other,-5.326376,11.541344
MIDN,3,other,1.5819259,7.0990477
PDK3,8,other,-3.4917314,10.227926
PFDN1,17,other,-1.5859705,12.342142
WDR45B,8,other,-2.97666,10.340772
SRSF6,20,other,-1.4856468,9.245473
COPS8,2,other,1.4032601,10.411472
REEP3,3,other,-5.9996424,10.243356
PBX4,1,other,4.869818,4.680915
UVRAG,16,other,4.784486,6.891577
IL1R1,2,other,2.179972,11.558263
PKIG,16,other,4.55661,6.8868628
UBL7,8,other,-2.964129,10.791406
INSR,3,other,-5.448866,10.931778
DNALI1,3,other,-6.1644897,10.67597
DHRS4,3,other,-6.39133,10.453315
CPA6,3,other,-4.6914935,11.32457
NEXN,2,other,1.9576075,12.277927
SCARF2,2,other,1.8395209,12.404392
CPVL,4,other,4.250092,8.399369
OXLD1,17,other,-2.4377918,12.591995
NFKB2,1,other,4.7043233,4.5700855
ABCA6,13,other,3.654615,11.661212
KIAA1522,3,other,-6.1099606,12.17126
PRR15,3,other,-5.3333726,12.690932
NRP2,2,other,1.969881,12.294594
ATXN1,13,other,3.3274348,11.811403
ADAP2,4,other,4.379587,8.552438
FUOM,4,other,4.0768414,8.482572
HBA2,8,other,-0.26784167,12.926379
IGHV1-69D,14,other,6.2465906,6.4813237
ZNF644,14,other,5.765703,5.9121804
LINC02224,3,other,-5.043923,12.851066
MICAL1,14,other,5.9674463,6.3329678
GREM1,2,other,1.6460716,12.149624
AGT,12,other,-1.0325321,10.241697
ACTL6A,10,other,-5.4601493,8.960389
NFYC,10,other,-5.0300655,9.14628
IGKV2-30,17,other,-2.0077944,12.830233
AK3,13,other,2.5703266,11.152841
YDJC,16,other,3.9467854,6.4013042
COA1,16,other,3.950092,6.4331694
IFT122,3,other,-6.388287,10.493917
VAV3,3,other,-5.0124383,11.214677
CAPN8,3,other,-5.243524,11.417772
TP53I13,2,other,2.1070569,12.138415
CLPTM1,11,other,-2.4948592,9.768351
TRBV27,1,other,5.7591553,4.067619
PDHA1,10,other,-5.7023144,8.973076
SOX17,6,other,4.099429,10.461516
NELL2,1,other,5.376686,5.151612
MED28,20,other,-1.6359023,9.138902
GALNT16,13,other,3.468754,12.345378
GANAB,13,other,3.8184023,11.51131
PLBD1,13,other,3.4156291,12.422853
PPP1R16B,1,other,5.670908,4.655771
SP3,3,other,-4.5918703,11.255681
QTRT1,3,other,-5.235735,10.660382
RARA,3,other,-4.6332226,11.069716
RRS1,12,other,-1.3532852,10.096854
CRBN,10,other,-4.9381104,8.472241
WWOX,11,other,-2.9586658,11.591806
AC233755.2,8,other,-0.17862327,12.782786
DESI2,2,other,2.0093007,12.492797
F13A1,2,other,1.8721471,12.179272
ST5,2,other,2.4360983,12.156269
ZC3H13,3,other,-5.614941,10.677299
BCL2L1,3,other,-5.484368,12.112701
GK,4,other,4.7713795,8.466515
DPH3,10,other,-5.667359,8.842235
C1D,10,other,-5.4165883,8.432955
KRR1,8,other,-2.857701,10.683736
HDGF,11,other,-1.7273544,11.214867
TF,12,other,-1.0723251,10.244356
DMXL2,4,other,4.6985536,8.521299
ERI3,10,other,-5.3621607,8.713208
MAP3K20,6,other,2.8245764,10.54091
RBM5,14,other,5.840142,6.424431
TINF2,17,other,-1.871802,13.173588
SCGB2A1,3,other,-5.3652196,10.983179
ITFG1,13,other,3.7556345,11.811889
FREM1,13,other,3.7659554,12.029299
GALNT2,1,other,5.682953,3.8835905
IGLV5-45,8,other,-0.2579323,12.74996
GXYLT2,2,other,1.8546498,12.433547
GSTM5,0,other,-2.9685981,7.9913034
TRIM38,18,other,1.7679421,2.6413543
MTRNR2L10,6,other,3.8255174,10.02743
MTX1,10,other,-5.415531,8.87644
DSC2,10,other,-5.366451,8.478646
DEFB1,4,other,3.8080025,8.030448
ACTR10,13,other,1.7502208,10.411698
TCF12,2,other,3.411182,11.220145
AHI1,13,other,3.7950974,11.568168
CYP51A1,8,other,-0.0023728264,13.311318
SNRNP25,3,other,-4.991314,12.680498
GABPB1,14,other,5.802057,5.6736035
TP53BP2,12,other,-1.270199,11.061035
DSG2,6,other,3.4847426,10.292099
STARD3NL,4,other,4.621241,3.3566916
CENPC,14,other,5.995557,5.791862
NLRC3,1,other,5.5997386,5.182805
TRGV10,1,other,5.4483013,4.997246
CYTH4,1,other,5.556456,4.856267
PDGFD,13,other,3.367179,12.347461
MLLT3,14,other,5.4990115,5.272844
BIRC2,14,other,5.996581,5.899238
BCL2,3,other,-5.602198,12.77969
RERE,3,other,-5.485902,12.568692
SUPT16H,17,other,-1.3099855,12.096364
CCDC88A,4,other,4.448895,8.744235
GPKOW,10,other,-5.7665405,8.935678
HGS,13,other,1.9100839,7.156043
PNPLA4,3,other,-6.416611,10.528548
AZI2,13,other,3.0103257,11.733317
DHX9,14,other,6.1220207,6.078731
GPBP1L1,3,other,-5.8219395,11.915569
LYPD6B,3,other,-5.305686,12.663506
GOLGA8B,14,other,5.6218066,5.9744787
FUCA1,4,other,4.065655,8.515884
PUM3,10,other,-5.6580644,8.942443
MOSPD3,11,other,-2.963934,11.503801
BOC,13,other,3.690983,12.273203
TOP1MT,12,other,-1.5185772,10.870526
C1orf35,10,other,-5.6501613,8.641381
IGKV1-16,8,other,-0.7062352,13.047725
PTGDR,14,other,5.6086345,5.4349756
TM2D3,11,other,-2.9854198,11.549886
ANXA3,11,other,-2.9966795,11.453938
DTWD1,13,other,3.296362,11.449145
SEL1L,3,other,-5.221394,11.77469
NEK10,3,other,-4.6544113,11.223287
FPGS,16,other,4.0390816,6.148747
GIMAP6,14,other,5.6859045,5.134723
SAR1A,2,other,1.7751163,12.09958
ARAF,10,other,-5.5229297,8.804737
MRPS31,17,other,-1.9269549,12.910494
SLC10A3,17,other,-2.233867,12.784524
IGLV3-22,8,other,-1.0166025,12.766499
SMIM30,8,other,-3.0369022,10.368714
LIMK2,11,other,-2.7870653,11.821472
NDN,13,other,3.2925386,12.344365
DLK1,13,other,3.6091151,12.3396635
ABCA10,13,other,3.7996638,11.604594
CUX1,3,other,-5.492312,12.664278
CLSTN1,2,other,2.3672063,12.281938
MTFR1,12,other,-1.4390069,10.940989
PRKD2,6,other,4.388831,10.777231
SOCS2,6,other,4.002987,10.211822
ZNF33A,3,other,-4.535728,11.259551
PAWR,3,other,-5.6427298,12.632758
HSD17B4,3,other,-4.727289,11.110616
XAB2,3,other,-5.3299875,12.331597
C9orf3,2,other,2.0665429,12.350258
ARPC4,10,other,-5.958029,8.404299
SERPINB2,4,other,4.888338,8.274566
ZC3H6,17,other,-1.8767014,12.950116
ABCG1,17,other,-2.2742631,12.703423
NFATC4,3,other,-5.4450336,10.397195
DBR1,11,other,-2.9095082,11.51615
KCNMA1,11,other,-2.6476953,11.744042
CABIN1,14,other,5.92672,6.275108
NEDD4L,3,other,-5.8398952,12.225954
TRH,3,other,-5.7326636,11.959263
LRBA,3,other,-5.789963,12.218979
ALG13,3,other,-5.2534723,7.933716
PLCG1,14,other,5.784884,5.7552524
PDPN,2,other,1.6612631,12.045722
TCTN1,3,other,-6.1471443,10.619897
TNN,13,other,3.5994172,12.384052
CDHR3,3,other,-5.3981614,12.902898
RAI14,2,other,2.121499,12.447813
CTDSP1,16,other,4.400694,6.357214
RCAN3,1,other,4.7502837,4.7163596
GTPBP4,10,other,-5.6349864,8.85303
C1orf52,17,other,-2.018103,12.948074
PRR4,8,other,-1.0392119,11.74177
AFF1,6,other,4.402074,10.792263
GRAP2,1,other,5.643408,5.0067306
CHMP7,16,other,4.617206,5.994053
PPP3CA,3,other,-5.8254805,10.582926
KLK11,11,other,-3.0437093,11.698149
HBP1,6,other,3.9775202,11.484448
TRAPPC4,16,other,3.8822527,6.330924
SASH1,6,other,3.5938451,10.630598
SLC38A5,2,other,0.263335,11.025827
AC233755.1,8,other,-0.16670784,12.6981735
FAM192A,11,other,-3.047184,11.78083
RALBP1,11,other,-2.816118,11.797864
MAP7,3,other,-5.5011096,12.464155
IGKV1D-16,8,other,-0.2951134,12.791012
RSBN1,17,other,-1.955421,13.090356
IGLV7-46,8,other,-0.30212513,13.016334
NUMB,6,other,4.024395,11.001062
JAML,1,other,5.6433454,5.120811
IGLV3-10,8,other,-0.18815158,12.663979
ABT1,16,other,4.218676,6.436993
MUC5B,3,other,-6.1292124,10.552208
RALGDS,1,other,5.712177,4.8177667
TRBV19,14,other,5.6829615,4.6550922
ATXN7L3B,3,other,-6.0912085,10.592446
TIPRL,12,other,-1.2820336,10.374733
BAALC,12,other,-1.2137893,10.223651
CDV3,8,other,0.03921365,12.311486
CXCL1,4,other,4.8704987,8.31296
RC3H1,17,other,-2.1655767,12.814358
EDNRA,2,other,2.0477786,11.658843
ERO1A,2,other,0.120315604,10.890658
TSR2,3,other,-6.16739,10.507408
HGF,13,other,3.482912,12.308071
STEAP2,13,other,3.0784917,11.67334
RASEF,3,other,-5.656278,12.770983
ZNF91,3,other,-5.447819,12.735837
PPP1R14B,20,other,-1.7880938,9.077376
TMEM43,13,other,2.438489,11.443319
STXBP2,4,other,4.8868747,8.34385
MRPL2,10,other,-5.6160827,8.933861
IMMT,17,other,-2.1498504,12.878463
EDN1,6,other,4.510258,10.525596
MAN2C1,14,other,5.993877,6.3962955
TMEM159,11,other,-2.8779895,11.681016
ATP2A2,13,other,3.0966787,11.733302
TP53TG1,3,other,-6.0176363,10.936343
NTM,2,other,1.9047165,12.456432
ME2,4,other,4.488853,8.667608
FGR,4,other,4.668291,8.511229
ADPRHL2,10,other,-5.5809608,8.476708
TRNT1,10,other,-5.6175456,8.571524
TFDP1,10,other,-5.8299017,8.76821
TOLLIP,10,other,-5.638472,8.997918
NEURL1B,6,other,2.9619474,10.435908
IGHV1-69,14,other,6.2485085,6.5570717
PIK3CD,1,other,5.5042295,4.982575
ANKRD13D,14,other,6.066917,6.4383864
IGHV4-31,8,other,-0.31988344,12.794512
SMARCA4,3,other,-5.668876,10.856798
ZFYVE21,6,other,4.09603,10.609887
ACSL4,13,other,3.0836866,11.817415
STC1,3,other,-5.750622,12.436467
ZMIZ1,3,other,-5.9515343,12.364547
TULP4,3,other,-5.367745,12.77816
MYO1D,2,other,1.9930743,12.477179
OSR1,13,other,2.2637742,11.537999
RND3,13,other,2.5750716,11.41035
EEA1,2,other,1.927027,11.255071
ACSL1,4,other,4.4975443,8.622042
THBD,4,other,4.8640537,8.416137
MRPL46,10,other,-5.829954,8.88405
CHP1,10,other,-5.6156206,8.578118
CREBBP,17,other,-2.1267247,12.881403
CCDC91,17,other,-1.8471859,12.948571
KAT6A,3,other,-5.0524573,7.7077236
BET1,11,other,-2.9676776,11.643064
BICC1,13,other,3.2621832,11.709252
ANKRD37,3,other,-5.5854993,13.135113
HSPA6,12,other,-0.9327781,10.137983
SMIM15,3,other,-4.3126154,11.182583
KANSL1,14,other,5.3466644,5.537436
VAMP3,6,other,3.1762595,9.326746
CEBPG,10,other,-5.604626,8.937392
